"","process","gene_set_specific","immune_system","immune_sub_system","immune_tissue","go_term","genes","set_size_specific","set_size_nested"
"1523","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAJ42",384,384
"1524","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAT1",384,384
"1525","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV1-1",384,384
"1526","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV1-2",384,384
"1527","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV10",384,384
"1528","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV12-1",384,384
"1529","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV12-2",384,384
"1530","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV12-3",384,384
"1531","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV13-1",384,384
"1532","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV13-2",384,384
"1533","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV14DV4",384,384
"1534","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV16",384,384
"1535","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV17",384,384
"1536","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV18",384,384
"1537","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV19",384,384
"1538","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV2",384,384
"1539","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV20",384,384
"1540","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV21",384,384
"1541","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV22",384,384
"1542","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV23DV6",384,384
"1543","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV24",384,384
"1544","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV25",384,384
"1545","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV26-1",384,384
"1546","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV26-2",384,384
"1547","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV27",384,384
"1548","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV3",384,384
"1549","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV30",384,384
"1550","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV34",384,384
"1551","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV35",384,384
"1552","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV36DV7",384,384
"1553","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV38-1",384,384
"1554","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV38-2DV8",384,384
"1555","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV39",384,384
"1556","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV4",384,384
"1557","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV40",384,384
"1558","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV41",384,384
"1559","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV5",384,384
"1560","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV6",384,384
"1561","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV7",384,384
"1562","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV8-1",384,384
"1563","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV8-2",384,384
"1564","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV8-3",384,384
"1565","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV8-6",384,384
"1566","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV9-1",384,384
"1567","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRAV9-2",384,384
"1568","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBC2",384,384
"1569","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBD1",384,384
"1570","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBJ1-1",384,384
"1571","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBJ1-2",384,384
"1572","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBJ1-3",384,384
"1573","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBJ1-4",384,384
"1574","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBJ1-5",384,384
"1575","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBJ1-6",384,384
"1576","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBJ2-1",384,384
"1577","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBJ2-2",384,384
"1578","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBJ2-3",384,384
"1579","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBJ2-4",384,384
"1580","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBJ2-5",384,384
"1581","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBJ2-6",384,384
"1582","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBJ2-7",384,384
"1583","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV10-1",384,384
"1584","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV10-2",384,384
"1585","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV10-3",384,384
"1586","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV11-1",384,384
"1587","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV11-2",384,384
"1588","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV11-3",384,384
"1589","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV12-4",384,384
"1590","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV12-5",384,384
"1591","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV13",384,384
"1592","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV14",384,384
"1593","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV16",384,384
"1594","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV18",384,384
"1595","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV19",384,384
"1596","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV2",384,384
"1597","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV20-1",384,384
"1598","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV23-1",384,384
"1599","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV24-1",384,384
"1600","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV25-1",384,384
"1601","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV27",384,384
"1602","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV28",384,384
"1603","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV29-1",384,384
"1604","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV3-1",384,384
"1605","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV30",384,384
"1606","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV4-1",384,384
"1607","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV4-2",384,384
"1608","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV5-1",384,384
"1609","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV5-3",384,384
"1610","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV5-4",384,384
"1611","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV5-5",384,384
"1612","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV5-6",384,384
"1613","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV5-7",384,384
"1614","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV6-1",384,384
"1615","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV6-2",384,384
"1616","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV6-4",384,384
"1617","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV6-5",384,384
"1618","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV6-6",384,384
"1619","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV6-7",384,384
"1620","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV6-8",384,384
"1621","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV7-1",384,384
"1622","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV7-2",384,384
"1623","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV7-3",384,384
"1624","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV7-4",384,384
"1625","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV7-6",384,384
"1626","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV7-7",384,384
"1627","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRBV9",384,384
"1628","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRDC",384,384
"1629","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRDD1",384,384
"1630","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRDJ1",384,384
"1631","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRDV1",384,384
"1632","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRDV2",384,384
"1633","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRDV3",384,384
"1634","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRGC1",384,384
"1635","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRGJ1",384,384
"1636","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRGV1",384,384
"1637","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRGV10",384,384
"1638","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRGV11",384,384
"1639","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRGV2",384,384
"1640","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRGV4",384,384
"1641","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRGV5",384,384
"1642","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRGV8",384,384
"1643","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TRIL",384,384
"1644","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","TXK",384,384
"1645","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","UBE2N",384,384
"1646","CELLULAR ADAPTIVE IMMUNE SYSTEM","Cellular adaptive immune system","Adaptive","Cellular","General","Manual insertion","VAV1",384,384
